Year,URBANISATION,REF_AREA,REPORTING_TYPE,TIME_DETAIL,SERIES,UNIT_MEASURE,Value
2015,U,Jenin,N,2015,SH_SAN_DEFECT,PT,
2017,U,Jenin,N,2017,SH_SAN_DEFECT,PT,
0,U,Tubas & Northern Valleys,N,0,SH_SAN_DEFECT,PT,
2000,U,Tubas & Northern Valleys,N,2000,SH_SAN_DEFECT,PT,
2002,U,Tubas & Northern Valleys,N,2002,SH_SAN_DEFECT,PT,
2003,U,Tubas & Northern Valleys,N,2003,SH_SAN_DEFECT,PT,
2004,U,Tubas & Northern Valleys,N,2004,SH_SAN_DEFECT,PT,
2005,U,Tubas & Northern Valleys,N,2005,SH_SAN_DEFECT,PT,
2006,U,Tubas & Northern Valleys,N,2006,SH_SAN_DEFECT,PT,
2007,U,Tubas & Northern Valleys,N,2007,SH_SAN_DEFECT,PT,
2008,U,Tubas & Northern Valleys,N,2008,SH_SAN_DEFECT,PT,
2009,U,Tubas & Northern Valleys,N,2009,SH_SAN_DEFECT,PT,
2010,U,Tubas & Northern Valleys,N,2010,SH_SAN_DEFECT,PT,
2011,U,Tubas & Northern Valleys,N,2011,SH_SAN_DEFECT,PT,
2012,U,Tubas & Northern Valleys,N,2012,SH_SAN_DEFECT,PT,
2013,U,Tubas & Northern Valleys,N,2013,SH_SAN_DEFECT,PT,
2014,U,Tubas & Northern Valleys,N,2014,SH_SAN_DEFECT,PT,
2015,U,Tubas & Northern Valleys,N,2015,SH_SAN_DEFECT,PT,
2017,U,Tubas & Northern Valleys,N,2017,SH_SAN_DEFECT,PT,
0,U,Tulkarm,N,0,SH_SAN_DEFECT,PT,
2000,U,Tulkarm,N,2000,SH_SAN_DEFECT,PT,
2002,U,Tulkarm,N,2002,SH_SAN_DEFECT,PT,
2003,U,Tulkarm,N,2003,SH_SAN_DEFECT,PT,
2004,U,Tulkarm,N,2004,SH_SAN_DEFECT,PT,
2005,U,Tulkarm,N,2005,SH_SAN_DEFECT,PT,
2006,U,Tulkarm,N,2006,SH_SAN_DEFECT,PT,
2007,U,Tulkarm,N,2007,SH_SAN_DEFECT,PT,
2008,U,Tulkarm,N,2008,SH_SAN_DEFECT,PT,
2009,U,Tulkarm,N,2009,SH_SAN_DEFECT,PT,
2010,U,Tulkarm,N,2010,SH_SAN_DEFECT,PT,
2011,U,Tulkarm,N,2011,SH_SAN_DEFECT,PT,
2012,U,Tulkarm,N,2012,SH_SAN_DEFECT,PT,
2013,U,Tulkarm,N,2013,SH_SAN_DEFECT,PT,
2014,U,Tulkarm,N,2014,SH_SAN_DEFECT,PT,
2015,U,Tulkarm,N,2015,SH_SAN_DEFECT,PT,
2017,U,Tulkarm,N,2017,SH_SAN_DEFECT,PT,
0,U,Nablus,N,0,SH_SAN_DEFECT,PT,
2000,U,Nablus,N,2000,SH_SAN_DEFECT,PT,
2002,U,Nablus,N,2002,SH_SAN_DEFECT,PT,
2003,U,Nablus,N,2003,SH_SAN_DEFECT,PT,
2004,U,Nablus,N,2004,SH_SAN_DEFECT,PT,
2005,U,Nablus,N,2005,SH_SAN_DEFECT,PT,
2006,U,Nablus,N,2006,SH_SAN_DEFECT,PT,
2007,U,Nablus,N,2007,SH_SAN_DEFECT,PT,
2008,U,Nablus,N,2008,SH_SAN_DEFECT,PT,
2009,U,Nablus,N,2009,SH_SAN_DEFECT,PT,
2010,U,Nablus,N,2010,SH_SAN_DEFECT,PT,
2011,U,Nablus,N,2011,SH_SAN_DEFECT,PT,
2012,U,Nablus,N,2012,SH_SAN_DEFECT,PT,
2013,U,Nablus,N,2013,SH_SAN_DEFECT,PT,
2014,U,Nablus,N,2014,SH_SAN_DEFECT,PT,
2015,U,Nablus,N,2015,SH_SAN_DEFECT,PT,
2017,U,Nablus,N,2017,SH_SAN_DEFECT,PT,
0,U,Qalqiliya,N,0,SH_SAN_DEFECT,PT,
2000,U,Qalqiliya,N,2000,SH_SAN_DEFECT,PT,
2002,U,Qalqiliya,N,2002,SH_SAN_DEFECT,PT,
2003,U,Qalqiliya,N,2003,SH_SAN_DEFECT,PT,
2004,U,Qalqiliya,N,2004,SH_SAN_DEFECT,PT,
2005,U,Qalqiliya,N,2005,SH_SAN_DEFECT,PT,
2006,U,Qalqiliya,N,2006,SH_SAN_DEFECT,PT,
2007,U,Qalqiliya,N,2007,SH_SAN_DEFECT,PT,
2008,U,Qalqiliya,N,2008,SH_SAN_DEFECT,PT,
2009,U,Qalqiliya,N,2009,SH_SAN_DEFECT,PT,
2010,U,Qalqiliya,N,2010,SH_SAN_DEFECT,PT,
2011,U,Qalqiliya,N,2011,SH_SAN_DEFECT,PT,
2012,U,Qalqiliya,N,2012,SH_SAN_DEFECT,PT,
2013,U,Qalqiliya,N,2013,SH_SAN_DEFECT,PT,
2014,U,Qalqiliya,N,2014,SH_SAN_DEFECT,PT,
2015,U,Qalqiliya,N,2015,SH_SAN_DEFECT,PT,
2017,U,Qalqiliya,N,2017,SH_SAN_DEFECT,PT,
0,U,Salfit,N,0,SH_SAN_DEFECT,PT,
2000,U,Salfit,N,2000,SH_SAN_DEFECT,PT,
2002,U,Salfit,N,2002,SH_SAN_DEFECT,PT,
2003,U,Salfit,N,2003,SH_SAN_DEFECT,PT,
2004,U,Salfit,N,2004,SH_SAN_DEFECT,PT,
2005,U,Salfit,N,2005,SH_SAN_DEFECT,PT,
2006,U,Salfit,N,2006,SH_SAN_DEFECT,PT,
2007,U,Salfit,N,2007,SH_SAN_DEFECT,PT,
2008,U,Salfit,N,2008,SH_SAN_DEFECT,PT,
2009,U,Salfit,N,2009,SH_SAN_DEFECT,PT,
2010,U,Salfit,N,2010,SH_SAN_DEFECT,PT,
2011,U,Salfit,N,2011,SH_SAN_DEFECT,PT,
2012,U,Salfit,N,2012,SH_SAN_DEFECT,PT,
2013,U,Salfit,N,2013,SH_SAN_DEFECT,PT,
2014,U,Salfit,N,2014,SH_SAN_DEFECT,PT,
2015,U,Salfit,N,2015,SH_SAN_DEFECT,PT,
2017,U,Salfit,N,2017,SH_SAN_DEFECT,PT,
0,U,Ramallah & Al-Bireh,N,0,SH_SAN_DEFECT,PT,
2000,U,Ramallah & Al-Bireh,N,2000,SH_SAN_DEFECT,PT,
2002,U,Ramallah & Al-Bireh,N,2002,SH_SAN_DEFECT,PT,
2003,U,Ramallah & Al-Bireh,N,2003,SH_SAN_DEFECT,PT,
2004,U,Ramallah & Al-Bireh,N,2004,SH_SAN_DEFECT,PT,
2005,U,Ramallah & Al-Bireh,N,2005,SH_SAN_DEFECT,PT,
2006,U,Ramallah & Al-Bireh,N,2006,SH_SAN_DEFECT,PT,
2007,U,Ramallah & Al-Bireh,N,2007,SH_SAN_DEFECT,PT,
2008,U,Ramallah & Al-Bireh,N,2008,SH_SAN_DEFECT,PT,
2009,U,Ramallah & Al-Bireh,N,2009,SH_SAN_DEFECT,PT,
2010,U,Ramallah & Al-Bireh,N,2010,SH_SAN_DEFECT,PT,
2011,U,Ramallah & Al-Bireh,N,2011,SH_SAN_DEFECT,PT,
2012,U,Ramallah & Al-Bireh,N,2012,SH_SAN_DEFECT,PT,
2013,U,Ramallah & Al-Bireh,N,2013,SH_SAN_DEFECT,PT,
2014,U,Ramallah & Al-Bireh,N,2014,SH_SAN_DEFECT,PT,
2015,U,Ramallah & Al-Bireh,N,2015,SH_SAN_DEFECT,PT,
2017,U,Ramallah & Al-Bireh,N,2017,SH_SAN_DEFECT,PT,
0,U,Jericho & AL Aghwar,N,0,SH_SAN_DEFECT,PT,
2000,U,Jericho & AL Aghwar,N,2000,SH_SAN_DEFECT,PT,
2002,U,Jericho & AL Aghwar,N,2002,SH_SAN_DEFECT,PT,
2003,U,Jericho & AL Aghwar,N,2003,SH_SAN_DEFECT,PT,
2004,U,Jericho & AL Aghwar,N,2004,SH_SAN_DEFECT,PT,
2005,U,Jericho & AL Aghwar,N,2005,SH_SAN_DEFECT,PT,
2006,U,Jericho & AL Aghwar,N,2006,SH_SAN_DEFECT,PT,
2007,U,Jericho & AL Aghwar,N,2007,SH_SAN_DEFECT,PT,
2008,U,Jericho & AL Aghwar,N,2008,SH_SAN_DEFECT,PT,
2009,U,Jericho & AL Aghwar,N,2009,SH_SAN_DEFECT,PT,
2010,U,Jericho & AL Aghwar,N,2010,SH_SAN_DEFECT,PT,
2011,U,Jericho & AL Aghwar,N,2011,SH_SAN_DEFECT,PT,
2012,U,Jericho & AL Aghwar,N,2012,SH_SAN_DEFECT,PT,
2013,U,Jericho & AL Aghwar,N,2013,SH_SAN_DEFECT,PT,
2014,U,Jericho & AL Aghwar,N,2014,SH_SAN_DEFECT,PT,
2015,U,Jericho & AL Aghwar,N,2015,SH_SAN_DEFECT,PT,
2017,U,Jericho & AL Aghwar,N,2017,SH_SAN_DEFECT,PT,
0,U,Jerusalem,N,0,SH_SAN_DEFECT,PT,
2000,U,Jerusalem,N,2000,SH_SAN_DEFECT,PT,
2002,U,Jerusalem,N,2002,SH_SAN_DEFECT,PT,
2003,U,Jerusalem,N,2003,SH_SAN_DEFECT,PT,
2004,U,Jerusalem,N,2004,SH_SAN_DEFECT,PT,
2005,U,Jerusalem,N,2005,SH_SAN_DEFECT,PT,
2006,U,Jerusalem,N,2006,SH_SAN_DEFECT,PT,
2007,U,Jerusalem,N,2007,SH_SAN_DEFECT,PT,
2008,U,Jerusalem,N,2008,SH_SAN_DEFECT,PT,
2009,U,Jerusalem,N,2009,SH_SAN_DEFECT,PT,
2010,U,Jerusalem,N,2010,SH_SAN_DEFECT,PT,
2011,U,Jerusalem,N,2011,SH_SAN_DEFECT,PT,
2012,U,Jerusalem,N,2012,SH_SAN_DEFECT,PT,
2013,U,Jerusalem,N,2013,SH_SAN_DEFECT,PT,
2014,U,Jerusalem,N,2014,SH_SAN_DEFECT,PT,
2015,U,Jerusalem,N,2015,SH_SAN_DEFECT,PT,
2017,U,Jerusalem,N,2017,SH_SAN_DEFECT,PT,
0,U,Bethlehem,N,0,SH_SAN_DEFECT,PT,
2000,U,Bethlehem,N,2000,SH_SAN_DEFECT,PT,
2002,U,Bethlehem,N,2002,SH_SAN_DEFECT,PT,
2003,U,Bethlehem,N,2003,SH_SAN_DEFECT,PT,
2004,U,Bethlehem,N,2004,SH_SAN_DEFECT,PT,
2005,U,Bethlehem,N,2005,SH_SAN_DEFECT,PT,
2006,U,Bethlehem,N,2006,SH_SAN_DEFECT,PT,
2007,U,Bethlehem,N,2007,SH_SAN_DEFECT,PT,
2008,U,Bethlehem,N,2008,SH_SAN_DEFECT,PT,
2009,U,Bethlehem,N,2009,SH_SAN_DEFECT,PT,
2010,U,Bethlehem,N,2010,SH_SAN_DEFECT,PT,
2011,U,Bethlehem,N,2011,SH_SAN_DEFECT,PT,
2012,U,Bethlehem,N,2012,SH_SAN_DEFECT,PT,
2013,U,Bethlehem,N,2013,SH_SAN_DEFECT,PT,
2014,U,Bethlehem,N,2014,SH_SAN_DEFECT,PT,
2015,U,Bethlehem,N,2015,SH_SAN_DEFECT,PT,
2017,U,Bethlehem,N,2017,SH_SAN_DEFECT,PT,
0,U,Hebron,N,0,SH_SAN_DEFECT,PT,
2000,U,Hebron,N,2000,SH_SAN_DEFECT,PT,
2002,U,Hebron,N,2002,SH_SAN_DEFECT,PT,
2003,U,Hebron,N,2003,SH_SAN_DEFECT,PT,
2004,U,Hebron,N,2004,SH_SAN_DEFECT,PT,
2005,U,Hebron,N,2005,SH_SAN_DEFECT,PT,
2006,U,Hebron,N,2006,SH_SAN_DEFECT,PT,
2007,U,Hebron,N,2007,SH_SAN_DEFECT,PT,
2008,U,Hebron,N,2008,SH_SAN_DEFECT,PT,
2009,U,Hebron,N,2009,SH_SAN_DEFECT,PT,
2010,U,Hebron,N,2010,SH_SAN_DEFECT,PT,
2011,U,Hebron,N,2011,SH_SAN_DEFECT,PT,
2012,U,Hebron,N,2012,SH_SAN_DEFECT,PT,
2013,U,Hebron,N,2013,SH_SAN_DEFECT,PT,
2014,U,Hebron,N,2014,SH_SAN_DEFECT,PT,
2015,U,Hebron,N,2015,SH_SAN_DEFECT,PT,
2017,U,Hebron,N,2017,SH_SAN_DEFECT,PT,
0,U,North Gaza,N,0,SH_SAN_DEFECT,PT,
2000,U,North Gaza,N,2000,SH_SAN_DEFECT,PT,
2002,U,North Gaza,N,2002,SH_SAN_DEFECT,PT,
2003,U,North Gaza,N,2003,SH_SAN_DEFECT,PT,
2004,U,North Gaza,N,2004,SH_SAN_DEFECT,PT,
2005,U,North Gaza,N,2005,SH_SAN_DEFECT,PT,
2006,U,North Gaza,N,2006,SH_SAN_DEFECT,PT,
2007,U,North Gaza,N,2007,SH_SAN_DEFECT,PT,
2008,U,North Gaza,N,2008,SH_SAN_DEFECT,PT,
2009,U,North Gaza,N,2009,SH_SAN_DEFECT,PT,
2010,U,North Gaza,N,2010,SH_SAN_DEFECT,PT,
2011,U,North Gaza,N,2011,SH_SAN_DEFECT,PT,
2012,U,North Gaza,N,2012,SH_SAN_DEFECT,PT,
2013,U,North Gaza,N,2013,SH_SAN_DEFECT,PT,
2014,U,North Gaza,N,2014,SH_SAN_DEFECT,PT,
2015,U,North Gaza,N,2015,SH_SAN_DEFECT,PT,
2017,U,North Gaza,N,2017,SH_SAN_DEFECT,PT,
0,U,Gaza,N,0,SH_SAN_DEFECT,PT,
2000,U,Gaza,N,2000,SH_SAN_DEFECT,PT,
2002,U,Gaza,N,2002,SH_SAN_DEFECT,PT,
2003,U,Gaza,N,2003,SH_SAN_DEFECT,PT,
2004,U,Gaza,N,2004,SH_SAN_DEFECT,PT,
2005,U,Gaza,N,2005,SH_SAN_DEFECT,PT,
2006,U,Gaza,N,2006,SH_SAN_DEFECT,PT,
2007,U,Gaza,N,2007,SH_SAN_DEFECT,PT,
2008,U,Gaza,N,2008,SH_SAN_DEFECT,PT,
2009,U,Gaza,N,2009,SH_SAN_DEFECT,PT,
2010,U,Gaza,N,2010,SH_SAN_DEFECT,PT,
2011,U,Gaza,N,2011,SH_SAN_DEFECT,PT,
2012,U,Gaza,N,2012,SH_SAN_DEFECT,PT,
2013,U,Gaza,N,2013,SH_SAN_DEFECT,PT,
2014,U,Gaza,N,2014,SH_SAN_DEFECT,PT,
2015,U,Gaza,N,2015,SH_SAN_DEFECT,PT,
2017,U,Gaza,N,2017,SH_SAN_DEFECT,PT,
0,U,Dier Al-Balah,N,0,SH_SAN_DEFECT,PT,
2000,U,Dier Al-Balah,N,2000,SH_SAN_DEFECT,PT,
2002,U,Dier Al-Balah,N,2002,SH_SAN_DEFECT,PT,
2003,U,Dier Al-Balah,N,2003,SH_SAN_DEFECT,PT,
2004,U,Dier Al-Balah,N,2004,SH_SAN_DEFECT,PT,
2005,U,Dier Al-Balah,N,2005,SH_SAN_DEFECT,PT,
2006,U,Dier Al-Balah,N,2006,SH_SAN_DEFECT,PT,
2007,U,Dier Al-Balah,N,2007,SH_SAN_DEFECT,PT,
2008,U,Dier Al-Balah,N,2008,SH_SAN_DEFECT,PT,
2009,U,Dier Al-Balah,N,2009,SH_SAN_DEFECT,PT,
2010,U,Dier Al-Balah,N,2010,SH_SAN_DEFECT,PT,
2011,U,Dier Al-Balah,N,2011,SH_SAN_DEFECT,PT,
2012,U,Dier Al-Balah,N,2012,SH_SAN_DEFECT,PT,
2013,U,Dier Al-Balah,N,2013,SH_SAN_DEFECT,PT,
2014,U,Dier Al-Balah,N,2014,SH_SAN_DEFECT,PT,
2015,U,Dier Al-Balah,N,2015,SH_SAN_DEFECT,PT,
2017,U,Dier Al-Balah,N,2017,SH_SAN_DEFECT,PT,
0,U,Khan Yunis,N,0,SH_SAN_DEFECT,PT,
2000,U,Khan Yunis,N,2000,SH_SAN_DEFECT,PT,
2002,U,Khan Yunis,N,2002,SH_SAN_DEFECT,PT,
2003,U,Khan Yunis,N,2003,SH_SAN_DEFECT,PT,
2004,U,Khan Yunis,N,2004,SH_SAN_DEFECT,PT,
2005,U,Khan Yunis,N,2005,SH_SAN_DEFECT,PT,
2006,U,Khan Yunis,N,2006,SH_SAN_DEFECT,PT,
2007,U,Khan Yunis,N,2007,SH_SAN_DEFECT,PT,
2008,U,Khan Yunis,N,2008,SH_SAN_DEFECT,PT,
2009,U,Khan Yunis,N,2009,SH_SAN_DEFECT,PT,
2010,U,Khan Yunis,N,2010,SH_SAN_DEFECT,PT,
2011,U,Khan Yunis,N,2011,SH_SAN_DEFECT,PT,
2012,U,Khan Yunis,N,2012,SH_SAN_DEFECT,PT,
2013,U,Khan Yunis,N,2013,SH_SAN_DEFECT,PT,
2014,U,Khan Yunis,N,2014,SH_SAN_DEFECT,PT,
2015,U,Khan Yunis,N,2015,SH_SAN_DEFECT,PT,
2017,U,Khan Yunis,N,2017,SH_SAN_DEFECT,PT,
0,U,Rafah,N,0,SH_SAN_DEFECT,PT,
2000,U,Rafah,N,2000,SH_SAN_DEFECT,PT,
2002,U,Rafah,N,2002,SH_SAN_DEFECT,PT,
2003,U,Rafah,N,2003,SH_SAN_DEFECT,PT,
2004,U,Rafah,N,2004,SH_SAN_DEFECT,PT,
2005,U,Rafah,N,2005,SH_SAN_DEFECT,PT,
2006,U,Rafah,N,2006,SH_SAN_DEFECT,PT,
2007,U,Rafah,N,2007,SH_SAN_DEFECT,PT,
2008,U,Rafah,N,2008,SH_SAN_DEFECT,PT,
2009,U,Rafah,N,2009,SH_SAN_DEFECT,PT,
2010,U,Rafah,N,2010,SH_SAN_DEFECT,PT,
2011,U,Rafah,N,2011,SH_SAN_DEFECT,PT,
2012,U,Rafah,N,2012,SH_SAN_DEFECT,PT,
2013,U,Rafah,N,2013,SH_SAN_DEFECT,PT,
2014,U,Rafah,N,2014,SH_SAN_DEFECT,PT,
2015,U,Rafah,N,2015,SH_SAN_DEFECT,PT,
2017,U,Rafah,N,2017,SH_SAN_DEFECT,PT,
0,R,West Bank,N,0,SH_SAN_DEFECT,PT,
2000,R,West Bank,N,2000,SH_SAN_DEFECT,PT,
2002,R,West Bank,N,2002,SH_SAN_DEFECT,PT,
2003,R,West Bank,N,2003,SH_SAN_DEFECT,PT,
2004,R,West Bank,N,2004,SH_SAN_DEFECT,PT,
2005,R,West Bank,N,2005,SH_SAN_DEFECT,PT,
2006,R,West Bank,N,2006,SH_SAN_DEFECT,PT,
2007,R,West Bank,N,2007,SH_SAN_DEFECT,PT,
2008,R,West Bank,N,2008,SH_SAN_DEFECT,PT,
2009,R,West Bank,N,2009,SH_SAN_DEFECT,PT,
2010,R,West Bank,N,2010,SH_SAN_DEFECT,PT,
2011,R,West Bank,N,2011,SH_SAN_DEFECT,PT,
2012,R,West Bank,N,2012,SH_SAN_DEFECT,PT,
2013,R,West Bank,N,2013,SH_SAN_DEFECT,PT,
2014,R,West Bank,N,2014,SH_SAN_DEFECT,PT,
2015,R,West Bank,N,2015,SH_SAN_DEFECT,PT,
2017,R,West Bank,N,2017,SH_SAN_DEFECT,PT,
0,R,Gaza Strip,N,0,SH_SAN_DEFECT,PT,
2000,R,Gaza Strip,N,2000,SH_SAN_DEFECT,PT,
2002,R,Gaza Strip,N,2002,SH_SAN_DEFECT,PT,
2003,R,Gaza Strip,N,2003,SH_SAN_DEFECT,PT,
2004,R,Gaza Strip,N,2004,SH_SAN_DEFECT,PT,
2005,R,Gaza Strip,N,2005,SH_SAN_DEFECT,PT,
2006,R,Gaza Strip,N,2006,SH_SAN_DEFECT,PT,
2007,R,Gaza Strip,N,2007,SH_SAN_DEFECT,PT,
2008,R,Gaza Strip,N,2008,SH_SAN_DEFECT,PT,
2009,R,Gaza Strip,N,2009,SH_SAN_DEFECT,PT,
2010,R,Gaza Strip,N,2010,SH_SAN_DEFECT,PT,
2011,R,Gaza Strip,N,2011,SH_SAN_DEFECT,PT,
2012,R,Gaza Strip,N,2012,SH_SAN_DEFECT,PT,
2013,R,Gaza Strip,N,2013,SH_SAN_DEFECT,PT,
2014,R,Gaza Strip,N,2014,SH_SAN_DEFECT,PT,
2015,R,Gaza Strip,N,2015,SH_SAN_DEFECT,PT,
2017,R,Gaza Strip,N,2017,SH_SAN_DEFECT,PT,
0,R,PS,N,0,SH_SAN_DEFECT,PT,
2000,R,PS,N,2000,SH_SAN_DEFECT,PT,
2002,R,PS,N,2002,SH_SAN_DEFECT,PT,
2003,R,PS,N,2003,SH_SAN_DEFECT,PT,
2004,R,PS,N,2004,SH_SAN_DEFECT,PT,
2005,R,PS,N,2005,SH_SAN_DEFECT,PT,99.5
2006,R,PS,N,2006,SH_SAN_DEFECT,PT,99.2
2007,R,PS,N,2007,SH_SAN_DEFECT,PT,97.9
2008,R,PS,N,2008,SH_SAN_DEFECT,PT,98.4
2009,R,PS,N,2009,SH_SAN_DEFECT,PT,
2010,R,PS,N,2010,SH_SAN_DEFECT,PT,87.5
2011,R,PS,N,2011,SH_SAN_DEFECT,PT,98.8
2012,R,PS,N,2012,SH_SAN_DEFECT,PT,98.0
2013,R,PS,N,2013,SH_SAN_DEFECT,PT,98.6
2014,R,PS,N,2014,SH_SAN_DEFECT,PT,98.8
2015,R,PS,N,2015,SH_SAN_DEFECT,PT,98.8
2017,R,PS,N,2017,SH_SAN_DEFECT,PT,99.2
0,R,Jenin,N,0,SH_SAN_DEFECT,PT,
2000,R,Jenin,N,2000,SH_SAN_DEFECT,PT,
2002,R,Jenin,N,2002,SH_SAN_DEFECT,PT,
2003,R,Jenin,N,2003,SH_SAN_DEFECT,PT,
2004,R,Jenin,N,2004,SH_SAN_DEFECT,PT,
2005,R,Jenin,N,2005,SH_SAN_DEFECT,PT,
2006,R,Jenin,N,2006,SH_SAN_DEFECT,PT,
2007,R,Jenin,N,2007,SH_SAN_DEFECT,PT,
2008,R,Jenin,N,2008,SH_SAN_DEFECT,PT,
2009,R,Jenin,N,2009,SH_SAN_DEFECT,PT,
2010,R,Jenin,N,2010,SH_SAN_DEFECT,PT,
2011,R,Jenin,N,2011,SH_SAN_DEFECT,PT,
2012,R,Jenin,N,2012,SH_SAN_DEFECT,PT,
2013,R,Jenin,N,2013,SH_SAN_DEFECT,PT,
2014,R,Jenin,N,2014,SH_SAN_DEFECT,PT,
2015,R,Jenin,N,2015,SH_SAN_DEFECT,PT,
2017,R,Jenin,N,2017,SH_SAN_DEFECT,PT,
0,R,Tubas & Northern Valleys,N,0,SH_SAN_DEFECT,PT,
2000,R,Tubas & Northern Valleys,N,2000,SH_SAN_DEFECT,PT,
2002,R,Tubas & Northern Valleys,N,2002,SH_SAN_DEFECT,PT,
2003,R,Tubas & Northern Valleys,N,2003,SH_SAN_DEFECT,PT,
2004,R,Tubas & Northern Valleys,N,2004,SH_SAN_DEFECT,PT,
2005,R,Tubas & Northern Valleys,N,2005,SH_SAN_DEFECT,PT,
2006,R,Tubas & Northern Valleys,N,2006,SH_SAN_DEFECT,PT,
2007,R,Tubas & Northern Valleys,N,2007,SH_SAN_DEFECT,PT,
2008,R,Tubas & Northern Valleys,N,2008,SH_SAN_DEFECT,PT,
2009,R,Tubas & Northern Valleys,N,2009,SH_SAN_DEFECT,PT,
2010,R,Tubas & Northern Valleys,N,2010,SH_SAN_DEFECT,PT,
2011,R,Tubas & Northern Valleys,N,2011,SH_SAN_DEFECT,PT,
2012,R,Tubas & Northern Valleys,N,2012,SH_SAN_DEFECT,PT,
2013,R,Tubas & Northern Valleys,N,2013,SH_SAN_DEFECT,PT,
2014,R,Tubas & Northern Valleys,N,2014,SH_SAN_DEFECT,PT,
2015,R,Tubas & Northern Valleys,N,2015,SH_SAN_DEFECT,PT,
2017,R,Tubas & Northern Valleys,N,2017,SH_SAN_DEFECT,PT,
0,R,Tulkarm,N,0,SH_SAN_DEFECT,PT,
2000,R,Tulkarm,N,2000,SH_SAN_DEFECT,PT,
2002,R,Tulkarm,N,2002,SH_SAN_DEFECT,PT,
2003,R,Tulkarm,N,2003,SH_SAN_DEFECT,PT,
2004,R,Tulkarm,N,2004,SH_SAN_DEFECT,PT,
2005,R,Tulkarm,N,2005,SH_SAN_DEFECT,PT,
2006,R,Tulkarm,N,2006,SH_SAN_DEFECT,PT,
2007,R,Tulkarm,N,2007,SH_SAN_DEFECT,PT,
2008,R,Tulkarm,N,2008,SH_SAN_DEFECT,PT,
2009,R,Tulkarm,N,2009,SH_SAN_DEFECT,PT,
2010,R,Tulkarm,N,2010,SH_SAN_DEFECT,PT,
2011,R,Tulkarm,N,2011,SH_SAN_DEFECT,PT,
2012,R,Tulkarm,N,2012,SH_SAN_DEFECT,PT,
2013,R,Tulkarm,N,2013,SH_SAN_DEFECT,PT,
2014,R,Tulkarm,N,2014,SH_SAN_DEFECT,PT,
2015,R,Tulkarm,N,2015,SH_SAN_DEFECT,PT,
2017,R,Tulkarm,N,2017,SH_SAN_DEFECT,PT,
0,R,Nablus,N,0,SH_SAN_DEFECT,PT,
2000,R,Nablus,N,2000,SH_SAN_DEFECT,PT,
2002,R,Nablus,N,2002,SH_SAN_DEFECT,PT,
2003,R,Nablus,N,2003,SH_SAN_DEFECT,PT,
2004,R,Nablus,N,2004,SH_SAN_DEFECT,PT,
2005,R,Nablus,N,2005,SH_SAN_DEFECT,PT,
2006,R,Nablus,N,2006,SH_SAN_DEFECT,PT,
2007,R,Nablus,N,2007,SH_SAN_DEFECT,PT,
2008,R,Nablus,N,2008,SH_SAN_DEFECT,PT,
2009,R,Nablus,N,2009,SH_SAN_DEFECT,PT,
2010,R,Nablus,N,2010,SH_SAN_DEFECT,PT,
2011,R,Nablus,N,2011,SH_SAN_DEFECT,PT,
2012,R,Nablus,N,2012,SH_SAN_DEFECT,PT,
2013,R,Nablus,N,2013,SH_SAN_DEFECT,PT,
2014,R,Nablus,N,2014,SH_SAN_DEFECT,PT,
2015,R,Nablus,N,2015,SH_SAN_DEFECT,PT,
2017,R,Nablus,N,2017,SH_SAN_DEFECT,PT,
0,R,Qalqiliya,N,0,SH_SAN_DEFECT,PT,
2000,R,Qalqiliya,N,2000,SH_SAN_DEFECT,PT,
2002,R,Qalqiliya,N,2002,SH_SAN_DEFECT,PT,
2003,R,Qalqiliya,N,2003,SH_SAN_DEFECT,PT,
2004,R,Qalqiliya,N,2004,SH_SAN_DEFECT,PT,
2005,R,Qalqiliya,N,2005,SH_SAN_DEFECT,PT,
2006,R,Qalqiliya,N,2006,SH_SAN_DEFECT,PT,
2007,R,Qalqiliya,N,2007,SH_SAN_DEFECT,PT,
2008,R,Qalqiliya,N,2008,SH_SAN_DEFECT,PT,
2009,R,Qalqiliya,N,2009,SH_SAN_DEFECT,PT,
2010,R,Qalqiliya,N,2010,SH_SAN_DEFECT,PT,
2011,R,Qalqiliya,N,2011,SH_SAN_DEFECT,PT,
2012,R,Qalqiliya,N,2012,SH_SAN_DEFECT,PT,
2013,R,Qalqiliya,N,2013,SH_SAN_DEFECT,PT,
2014,R,Qalqiliya,N,2014,SH_SAN_DEFECT,PT,
2015,R,Qalqiliya,N,2015,SH_SAN_DEFECT,PT,
2017,R,Qalqiliya,N,2017,SH_SAN_DEFECT,PT,
0,R,Salfit,N,0,SH_SAN_DEFECT,PT,
2000,R,Salfit,N,2000,SH_SAN_DEFECT,PT,
2002,R,Salfit,N,2002,SH_SAN_DEFECT,PT,
2003,R,Salfit,N,2003,SH_SAN_DEFECT,PT,
2004,R,Salfit,N,2004,SH_SAN_DEFECT,PT,
2005,R,Salfit,N,2005,SH_SAN_DEFECT,PT,
2006,R,Salfit,N,2006,SH_SAN_DEFECT,PT,
2007,R,Salfit,N,2007,SH_SAN_DEFECT,PT,
2008,R,Salfit,N,2008,SH_SAN_DEFECT,PT,
2009,R,Salfit,N,2009,SH_SAN_DEFECT,PT,
2010,R,Salfit,N,2010,SH_SAN_DEFECT,PT,
2011,R,Salfit,N,2011,SH_SAN_DEFECT,PT,
